NominalCode,Date,Narrative,Amount
530580 - Parental income from wraparound provision,12/01/2023,After School Club,-224.17
530580 - Parental income from wraparound provision,12/01/2023,After School Club,-224.17
530580 - Parental income from wraparound provision,12/01/2023,After School Club,-153.34
530580 - Parental income from wraparound provision,12/01/2023,After School Club,-143.47
530580 - Parental income from wraparound provision,12/01/2023,After School Club,-133.45
530580 - Parental income from wraparound provision,12/01/2023,After School Club,-96.84
530580 - Parental income from wraparound provision,12/02/2023,After School Club,-502.15
530580 - Parental income from wraparound provision,12/02/2023,After School Club,-297.7
530580 - Parental income from wraparound provision,12/02/2023,After School Club,-269.91
530580 - Parental income from wraparound provision,12/02/2023,After School Club,-152.44
530580 - Parental income from wraparound provision,12/05/2023,After School Club,-304.88
530580 - Parental income from wraparound provision,12/05/2023,After School Club,-290.53
530580 - Parental income from wraparound provision,12/05/2023,After School Club,-290.53
530580 - Parental income from wraparound provision,12/05/2023,After School Club,-242.11
530580 - Parental income from wraparound provision,12/05/2023,After School Club,-177.55
530580 - Parental income from wraparound provision,12/06/2023,After School Club,-5415.16
530580 - Parental income from wraparound provision,12/06/2023,After School Club,-3242.46
530580 - Parental income from wraparound provision,12/06/2023,After School Club,-179.34
530580 - Parental income from wraparound provision,12/06/2023,After School Club,-179.34
530580 - Parental income from wraparound provision,12/06/2023,After School Club,-129.12
530580 - Parental income from wraparound provision,12/06/2023,After School Club,-129.12
530580 - Parental income from wraparound provision,12/07/2023,After School Club,-125.54
530580 - Parental income from wraparound provision,12/13/2023,After School Club,-3599.35
530580 - Parental income from wraparound provision,12/13/2023,After School Club,-1562.05
530580 - Parental income from wraparound provision,12/13/2023,After School Club,-170.37
530580 - Parental income from wraparound provision,12/14/2023,After School Club,-179.34
530580 - Parental income from wraparound provision,12/18/2023,After School Club,-538.02
530580 - Parental income from wraparound provision,12/20/2023,After School Club,-766.68
530580 - Parental income from wraparound provision,12/20/2023,After School Club,-644.73
530580 - Parental income from wraparound provision,12/20/2023,After School Club,-269.01
530580 - Parental income from wraparound provision,12/22/2023,After School Club,-48.42
530580 - Parental income from wraparound provision,12/22/2023,After School Club,-48.42
530580 - Parental income from wraparound provision,12/27/2023,After School Club,-303.08
530580 - Parental income from wraparound provision,12/27/2023,After School Club,-277.98
530580 - Parental income from wraparound provision,12/28/2023,After School Club,-167.27
530580 - Parental income from wraparound provision,12/29/2023,After School Club,-152.44
530580 - Parental income from wraparound provision,12/30/2023,After School Club,-179.34
530580 - Parental income from wraparound provision,01/03/2024,After School Club,-903.87
530580 - Parental income from wraparound provision,01/03/2024,After School Club,-538.02
530580 - Parental income from wraparound provision,01/03/2024,After School Club,-297.7
530580 - Parental income from wraparound provision,01/03/2024,After School Club,-224.17
530580 - Parental income from wraparound provision,01/03/2024,After School Club,-224.17
530580 - Parental income from wraparound provision,01/03/2024,After School Club,-134.5
530580 - Parental income from wraparound provision,01/03/2024,After School Club,-134.5
530580 - Parental income from wraparound provision,01/03/2024,After School Club,-133.45
530580 - Parental income from wraparound provision,01/03/2024,After School Club,-125.54
530580 - Parental income from wraparound provision,01/04/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,01/04/2024,After School Club,-286.94
530580 - Parental income from wraparound provision,01/04/2024,After School Club,-269.01
530580 - Parental income from wraparound provision,01/05/2024,After School Club,-451.94
530580 - Parental income from wraparound provision,01/05/2024,After School Club,-340.75
530580 - Parental income from wraparound provision,01/05/2024,After School Club,-322.81
530580 - Parental income from wraparound provision,01/05/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,01/05/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,01/06/2024,After School Club,-224.17
530580 - Parental income from wraparound provision,01/06/2024,After School Club,-224.17
530580 - Parental income from wraparound provision,01/09/2024,After School Club,-620.52
530580 - Parental income from wraparound provision,01/09/2024,After School Club,-408.89
530580 - Parental income from wraparound provision,01/09/2024,After School Club,-258.25
530580 - Parental income from wraparound provision,01/09/2024,After School Club,-32.28
530580 - Parental income from wraparound provision,01/09/2024,After School Club,-32.28
530580 - Parental income from wraparound provision,01/10/2024,After School Club,-1253.58
530580 - Parental income from wraparound provision,01/10/2024,After School Club,-1149.57
530580 - Parental income from wraparound provision,01/10/2024,After School Club,-717.36
530580 - Parental income from wraparound provision,01/10/2024,After School Club,-177.55
530580 - Parental income from wraparound provision,01/11/2024,After School Club,-387.37
530580 - Parental income from wraparound provision,01/11/2024,After School Club,-225.97
530580 - Parental income from wraparound provision,01/11/2024,After School Club,-215.21
530580 - Parental income from wraparound provision,01/11/2024,After School Club,-177.55
530580 - Parental income from wraparound provision,01/11/2024,After School Club,-125.54
530580 - Parental income from wraparound provision,01/12/2024,After School Club,-224.17
530580 - Parental income from wraparound provision,01/12/2024,After School Club,-224.17
530580 - Parental income from wraparound provision,01/13/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,01/16/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,01/16/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,01/16/2024,After School Club,-233.14
530580 - Parental income from wraparound provision,01/17/2024,After School Club,-4248.56
530580 - Parental income from wraparound provision,01/17/2024,After School Club,-1853.48
530580 - Parental income from wraparound provision,01/17/2024,After School Club,-903.87
530580 - Parental income from wraparound provision,01/18/2024,After School Club,-53.8
530580 - Parental income from wraparound provision,01/18/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,01/18/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,01/23/2024,After School Club,-511.12
530580 - Parental income from wraparound provision,01/23/2024,After School Club,-258.25
530580 - Parental income from wraparound provision,01/24/2024,After School Club,-2314.38
530580 - Parental income from wraparound provision,01/24/2024,After School Club,-16.14
530580 - Parental income from wraparound provision,01/26/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,01/27/2024,After School Club,-167.27
530580 - Parental income from wraparound provision,01/30/2024,After School Club,-127.33
530580 - Parental income from wraparound provision,01/31/2024,After School Club,-3412.83
530580 - Parental income from wraparound provision,01/31/2024,After School Club,-729.02
530580 - Parental income from wraparound provision,01/31/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,01/31/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,02/01/2024,After School Club,-224.17
530580 - Parental income from wraparound provision,02/01/2024,After School Club,-224.17
530580 - Parental income from wraparound provision,02/01/2024,After School Club,-139.88
530580 - Parental income from wraparound provision,02/01/2024,After School Club,-135.4
530580 - Parental income from wraparound provision,02/01/2024,After School Club,-133.45
530580 - Parental income from wraparound provision,02/01/2024,After School Club,-60.98
530580 - Parental income from wraparound provision,02/02/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,02/02/2024,After School Club,-297.7
530580 - Parental income from wraparound provision,02/02/2024,After School Club,-267.22
530580 - Parental income from wraparound provision,02/02/2024,After School Club,-152.44
530580 - Parental income from wraparound provision,02/03/2024,After School Club,-322.81
530580 - Parental income from wraparound provision,02/03/2024,After School Club,-129.12
530580 - Parental income from wraparound provision,02/03/2024,After School Club,-129.12
530580 - Parental income from wraparound provision,02/06/2024,After School Club,-322.81
530580 - Parental income from wraparound provision,02/06/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,02/06/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,02/06/2024,After School Club,-125.54
530580 - Parental income from wraparound provision,02/07/2024,After School Club,-3360.83
530580 - Parental income from wraparound provision,02/07/2024,After School Club,-2778.87
530580 - Parental income from wraparound provision,02/07/2024,After School Club,-502.15
530580 - Parental income from wraparound provision,02/07/2024,After School Club,-197.27
530580 - Parental income from wraparound provision,02/07/2024,After School Club,-193.69
530580 - Parental income from wraparound provision,02/07/2024,After School Club,-118.36
530580 - Parental income from wraparound provision,02/07/2024,After School Club,-118.36
530580 - Parental income from wraparound provision,02/07/2024,After School Club,-80.7
530580 - Parental income from wraparound provision,02/07/2024,After School Club,-80.7
530580 - Parental income from wraparound provision,02/07/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,02/14/2024,After School Club,-3640.6
530580 - Parental income from wraparound provision,02/14/2024,After School Club,-1356.7
530580 - Parental income from wraparound provision,02/14/2024,After School Club,-182.93
530580 - Parental income from wraparound provision,02/15/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,02/15/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,02/20/2024,After School Club,-419.65
530580 - Parental income from wraparound provision,02/21/2024,After School Club,-340.75
530580 - Parental income from wraparound provision,02/21/2024,After School Club,-313.84
530580 - Parental income from wraparound provision,02/21/2024,After School Club,-89.67
530580 - Parental income from wraparound provision,02/21/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,02/21/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,02/27/2024,After School Club,-833.93
530580 - Parental income from wraparound provision,02/27/2024,After School Club,-532.64
530580 - Parental income from wraparound provision,02/27/2024,After School Club,-167.27
530580 - Parental income from wraparound provision,02/28/2024,After School Club,-2541.24
530580 - Parental income from wraparound provision,02/28/2024,After School Club,-1602.4
530580 - Parental income from wraparound provision,02/28/2024,After School Club,-247.49
530580 - Parental income from wraparound provision,02/28/2024,After School Club,-242.11
530580 - Parental income from wraparound provision,02/28/2024,After School Club,-242.11
530580 - Parental income from wraparound provision,02/28/2024,After School Club,-242.11
530580 - Parental income from wraparound provision,03/01/2024,After School Club,-326.13
530580 - Parental income from wraparound provision,03/01/2024,After School Club,-295.89
530580 - Parental income from wraparound provision,03/01/2024,After School Club,-260.04
530580 - Parental income from wraparound provision,03/01/2024,After School Club,-260.04
530580 - Parental income from wraparound provision,03/01/2024,After School Club,-224.17
530580 - Parental income from wraparound provision,03/01/2024,After School Club,-224.17
530580 - Parental income from wraparound provision,03/01/2024,After School Club,-161.41
530580 - Parental income from wraparound provision,03/01/2024,After School Club,-133.45
530580 - Parental income from wraparound provision,03/01/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,03/01/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,03/02/2024,After School Club,-478.84
530580 - Parental income from wraparound provision,03/02/2024,After School Club,-306.67
530580 - Parental income from wraparound provision,03/02/2024,After School Club,-297.7
530580 - Parental income from wraparound provision,03/02/2024,After School Club,-152.44
530580 - Parental income from wraparound provision,03/02/2024,After School Club,-116.57
530580 - Parental income from wraparound provision,03/03/2024,After School Club,-896.7
530580 - Parental income from wraparound provision,03/05/2024,After School Club,-2568.14
530580 - Parental income from wraparound provision,03/05/2024,After School Club,-2454.26
530580 - Parental income from wraparound provision,03/06/2024,After School Club,-538.02
530580 - Parental income from wraparound provision,03/06/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,03/06/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,03/06/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,03/06/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,03/07/2024,After School Club,-328.64
530580 - Parental income from wraparound provision,03/07/2024,After School Club,-209.83
530580 - Parental income from wraparound provision,03/07/2024,After School Club,-193.69
530580 - Parental income from wraparound provision,03/07/2024,After School Club,-137.19
530580 - Parental income from wraparound provision,03/07/2024,After School Club,-125.54
530580 - Parental income from wraparound provision,03/08/2024,After School Club,-193.69
530580 - Parental income from wraparound provision,03/10/2024,After School Club,-672.52
530580 - Parental income from wraparound provision,03/10/2024,After School Club,-672.52
530580 - Parental income from wraparound provision,03/10/2024,After School Club,-206.24
530580 - Parental income from wraparound provision,03/13/2024,After School Club,-258.25
530580 - Parental income from wraparound provision,03/14/2024,After School Club,-3592.17
530580 - Parental income from wraparound provision,03/14/2024,After School Club,-2737.62
530580 - Parental income from wraparound provision,03/14/2024,After School Club,-269.01
530580 - Parental income from wraparound provision,03/14/2024,After School Club,-269.01
530580 - Parental income from wraparound provision,03/14/2024,After School Club,-80.7
530580 - Parental income from wraparound provision,03/14/2024,After School Club,-80.7
530580 - Parental income from wraparound provision,03/15/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,03/15/2024,After School Club,-193.69
530580 - Parental income from wraparound provision,03/20/2024,After School Club,-306.67
530580 - Parental income from wraparound provision,03/21/2024,After School Club,-2694.04
530580 - Parental income from wraparound provision,03/21/2024,After School Club,-696.73
530580 - Parental income from wraparound provision,03/21/2024,After School Club,-89.67
530580 - Parental income from wraparound provision,03/21/2024,After School Club,-71.74
530580 - Parental income from wraparound provision,03/22/2024,After School Club,-193.69
530580 - Parental income from wraparound provision,03/23/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,03/23/2024,After School Club,-129.12
530580 - Parental income from wraparound provision,03/24/2024,After School Club,-403.51
530580 - Parental income from wraparound provision,03/27/2024,After School Club,-96.84
530580 - Parental income from wraparound provision,03/27/2024,After School Club,-80.7
530580 - Parental income from wraparound provision,03/27/2024,After School Club,-80.7
530580 - Parental income from wraparound provision,03/28/2024,After School Club,-1953.01
530580 - Parental income from wraparound provision,03/28/2024,After School Club,-1034.79
530580 - Parental income from wraparound provision,03/30/2024,After School Club,-153.34
530580 - Parental income from wraparound provision,03/31/2024,After School Club,-64.56
530580 - Parental income from wraparound provision,04/03/2024,After School Club,-297.7
530580 - Parental income from wraparound provision,04/03/2024,After School Club,-260.04
530580 - Parental income from wraparound provision,04/03/2024,After School Club,-260.04
530580 - Parental income from wraparound provision,04/03/2024,After School Club,-242.11
530580 - Parental income from wraparound provision,04/03/2024,After School Club,-161.41
530580 - Parental income from wraparound provision,04/03/2024,After School Club,-161.41
530580 - Parental income from wraparound provision,04/03/2024,After School Club,-133.45
530580 - Parental income from wraparound provision,04/04/2024,After School Club,-2438.12
530580 - Parental income from wraparound provision,04/04/2024,After School Club,-2241.75
530580 - Parental income from wraparound provision,04/04/2024,After School Club,-152.44
530580 - Parental income from wraparound provision,04/04/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,04/04/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,04/05/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,04/05/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,04/11/2024,After School Club,-129.12
530580 - Parental income from wraparound provision,04/11/2024,After School Club,-125.54
530580 - Parental income from wraparound provision,04/11/2024,After School Club,-98.64
530580 - Parental income from wraparound provision,04/12/2024,After School Club,-1169.47
530580 - Parental income from wraparound provision,04/12/2024,After School Club,-913.74
530580 - Parental income from wraparound provision,04/13/2024,After School Club,-484.22
530580 - Parental income from wraparound provision,04/17/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,04/18/2024,After School Club,-376.61
530580 - Parental income from wraparound provision,04/18/2024,After School Club,-134.5
530580 - Parental income from wraparound provision,04/18/2024,After School Club,-118.36
530580 - Parental income from wraparound provision,04/21/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,04/24/2024,After School Club,-242.11
530580 - Parental income from wraparound provision,04/25/2024,After School Club,-2055.23
530580 - Parental income from wraparound provision,04/25/2024,After School Club,-833.93
530580 - Parental income from wraparound provision,04/25/2024,After School Club,-32.28
530580 - Parental income from wraparound provision,04/26/2024,After School Club,-242.11
530580 - Parental income from wraparound provision,04/26/2024,After School Club,-215.21
530580 - Parental income from wraparound provision,04/26/2024,After School Club,-129.12
530580 - Parental income from wraparound provision,04/27/2024,After School Club,-167.27
530580 - Parental income from wraparound provision,04/27/2024,After School Club,-64.56
530580 - Parental income from wraparound provision,04/27/2024,After School Club,-64.56
530580 - Parental income from wraparound provision,04/28/2024,After School Club,-387.37
530580 - Parental income from wraparound provision,05/02/2024,After School Club,-3560.79
530580 - Parental income from wraparound provision,05/02/2024,After School Club,-1317.25
530580 - Parental income from wraparound provision,05/02/2024,After School Club,-392.75
530580 - Parental income from wraparound provision,05/02/2024,After School Club,-297.7
530580 - Parental income from wraparound provision,05/02/2024,After School Club,-260.04
530580 - Parental income from wraparound provision,05/02/2024,After School Club,-260.04
530580 - Parental income from wraparound provision,05/02/2024,After School Club,-225.97
530580 - Parental income from wraparound provision,05/02/2024,After School Club,-145.27
530580 - Parental income from wraparound provision,05/02/2024,After School Club,-133.45
530580 - Parental income from wraparound provision,05/03/2024,After School Club,-699.42
530580 - Parental income from wraparound provision,05/03/2024,After School Club,-419.65
530580 - Parental income from wraparound provision,05/03/2024,After School Club,-153.34
530580 - Parental income from wraparound provision,05/03/2024,After School Club,-152.44
530580 - Parental income from wraparound provision,05/04/2024,After School Club,-161.41
530580 - Parental income from wraparound provision,05/05/2024,After School Club,-484.22
530580 - Parental income from wraparound provision,05/05/2024,After School Club,-258.25
530580 - Parental income from wraparound provision,05/05/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,05/05/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,05/09/2024,After School Club,-448.35
530580 - Parental income from wraparound provision,05/09/2024,After School Club,-448.35
530580 - Parental income from wraparound provision,05/09/2024,After School Club,-129.12
530580 - Parental income from wraparound provision,05/10/2024,After School Club,-2971.66
530580 - Parental income from wraparound provision,05/10/2024,After School Club,-1902.79
530580 - Parental income from wraparound provision,05/10/2024,After School Club,-286.94
530580 - Parental income from wraparound provision,05/10/2024,After School Club,-251.08
530580 - Parental income from wraparound provision,05/12/2024,After School Club,-629.48
530580 - Parental income from wraparound provision,05/15/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,05/15/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,05/16/2024,After School Club,-2844.33
530580 - Parental income from wraparound provision,05/16/2024,After School Club,-1758.43
530580 - Parental income from wraparound provision,05/16/2024,After School Club,-505.74
530580 - Parental income from wraparound provision,05/17/2024,After School Club,-64.56
530580 - Parental income from wraparound provision,05/18/2024,After School Club,-392.75
530580 - Parental income from wraparound provision,05/22/2024,After School Club,-145.27
530580 - Parental income from wraparound provision,05/22/2024,After School Club,-145.27
530580 - Parental income from wraparound provision,05/22/2024,After School Club,-112.98
530580 - Parental income from wraparound provision,05/23/2024,After School Club,-2422.88
530580 - Parental income from wraparound provision,05/23/2024,After School Club,-836.62
530580 - Parental income from wraparound provision,05/23/2024,After School Club,-125.54
530580 - Parental income from wraparound provision,05/24/2024,After School Club,-129.12
530580 - Parental income from wraparound provision,05/26/2024,After School Club,-193.69
530580 - Parental income from wraparound provision,05/26/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,05/30/2024,After School Club,-167.27
530580 - Parental income from wraparound provision,05/31/2024,After School Club,-2955.52
530580 - Parental income from wraparound provision,05/31/2024,After School Club,-2421.98
530580 - Parental income from wraparound provision,06/01/2024,After School Club,-322.81
530580 - Parental income from wraparound provision,06/01/2024,After School Club,-260.04
530580 - Parental income from wraparound provision,06/01/2024,After School Club,-260.04
530580 - Parental income from wraparound provision,06/01/2024,After School Club,-161.41
530580 - Parental income from wraparound provision,06/01/2024,After School Club,-153.34
530580 - Parental income from wraparound provision,06/01/2024,After School Club,-133.45
530580 - Parental income from wraparound provision,06/02/2024,After School Club,-297.7
530580 - Parental income from wraparound provision,06/02/2024,After School Club,-168.58
530580 - Parental income from wraparound provision,06/05/2024,After School Club,-672.52
530580 - Parental income from wraparound provision,06/05/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,06/05/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,06/05/2024,After School Club,-152.44
530580 - Parental income from wraparound provision,06/05/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,06/05/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,06/06/2024,After School Club,-2166.42
530580 - Parental income from wraparound provision,06/06/2024,After School Club,-1186.33
530580 - Parental income from wraparound provision,06/06/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,06/06/2024,After School Club,-141.68
530580 - Parental income from wraparound provision,06/07/2024,After School Club,-613.34
530580 - Parental income from wraparound provision,06/07/2024,After School Club,-484.22
530580 - Parental income from wraparound provision,06/07/2024,After School Club,-322.81
530580 - Parental income from wraparound provision,06/07/2024,After School Club,-274.39
530580 - Parental income from wraparound provision,06/07/2024,After School Club,-274.39
530580 - Parental income from wraparound provision,06/07/2024,After School Club,-224.17
530580 - Parental income from wraparound provision,06/07/2024,After School Club,-224.17
530580 - Parental income from wraparound provision,06/08/2024,After School Club,-125.54
530580 - Parental income from wraparound provision,06/12/2024,After School Club,-89.67
530580 - Parental income from wraparound provision,06/13/2024,After School Club,-2854.03
530580 - Parental income from wraparound provision,06/13/2024,After School Club,-2003.22
530580 - Parental income from wraparound provision,06/13/2024,After School Club,-322.81
530580 - Parental income from wraparound provision,06/15/2024,After School Club,-403.51
530580 - Parental income from wraparound provision,06/15/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,06/20/2024,After School Club,-1872.31
530580 - Parental income from wraparound provision,06/20/2024,After School Club,-1420.01
530580 - Parental income from wraparound provision,06/20/2024,After School Club,-200.86
530580 - Parental income from wraparound provision,06/20/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,06/21/2024,After School Club,-129.12
530580 - Parental income from wraparound provision,06/26/2024,After School Club,-274.39
530580 - Parental income from wraparound provision,06/26/2024,After School Club,-161.41
530580 - Parental income from wraparound provision,06/26/2024,After School Club,-145.27
530580 - Parental income from wraparound provision,06/27/2024,After School Club,-3836.08
530580 - Parental income from wraparound provision,06/27/2024,After School Club,-1363.88
530580 - Parental income from wraparound provision,06/27/2024,After School Club,-167.27
530580 - Parental income from wraparound provision,06/28/2024,After School Club,-188.31
530580 - Parental income from wraparound provision,06/28/2024,After School Club,-64.56
530580 - Parental income from wraparound provision,06/28/2024,After School Club,-64.56
530580 - Parental income from wraparound provision,06/29/2024,After School Club,-882.35
530580 - Parental income from wraparound provision,06/29/2024,After School Club,-512.91
530580 - Parental income from wraparound provision,06/29/2024,After School Club,-242.11
530580 - Parental income from wraparound provision,06/29/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,06/30/2024,After School Club,-193.69
530580 - Parental income from wraparound provision,06/30/2024,After School Club,-108.5
530580 - Parental income from wraparound provision,07/03/2024,After School Club,-297.7
530580 - Parental income from wraparound provision,07/03/2024,After School Club,-215.21
530580 - Parental income from wraparound provision,07/03/2024,After School Club,-197.27
530580 - Parental income from wraparound provision,07/03/2024,After School Club,-197.27
530580 - Parental income from wraparound provision,07/03/2024,After School Club,-161.41
530580 - Parental income from wraparound provision,07/03/2024,After School Club,-133.45
530580 - Parental income from wraparound provision,07/03/2024,After School Club,-89.67
530580 - Parental income from wraparound provision,07/04/2024,After School Club,-2872.13
530580 - Parental income from wraparound provision,07/04/2024,After School Club,-1797.88
530580 - Parental income from wraparound provision,07/04/2024,After School Club,-152.44
530580 - Parental income from wraparound provision,07/05/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,07/05/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,07/05/2024,After School Club,-129.12
530580 - Parental income from wraparound provision,07/07/2024,After School Club,-197.27
530580 - Parental income from wraparound provision,07/10/2024,After School Club,-193.69
530580 - Parental income from wraparound provision,07/11/2024,After School Club,-3861.18
530580 - Parental income from wraparound provision,07/11/2024,After School Club,-3150.1
530580 - Parental income from wraparound provision,07/12/2024,After School Club,-89.67
530580 - Parental income from wraparound provision,07/14/2024,After School Club,-242.11
530580 - Parental income from wraparound provision,07/14/2024,After School Club,-242.11
530580 - Parental income from wraparound provision,07/14/2024,After School Club,-125.54
530580 - Parental income from wraparound provision,07/17/2024,After School Club,-55.88
530580 - Parental income from wraparound provision,07/18/2024,After School Club,-1535.15
530580 - Parental income from wraparound provision,07/18/2024,After School Club,-193.69
530580 - Parental income from wraparound provision,07/18/2024,After School Club,-179.34
530580 - Parental income from wraparound provision,07/18/2024,After School Club,-129.12
530580 - Parental income from wraparound provision,07/18/2024,After School Club,-103.12
530580 - Parental income from wraparound provision,07/19/2024,After School Club,-35.87
530580 - Parental income from wraparound provision,07/19/2024,After School Club,-33.18
530580 - Parental income from wraparound provision,07/21/2024,After School Club,-193.69
530580 - Parental income from wraparound provision,07/24/2024,After School Club,-304.88
530580 - Parental income from wraparound provision,07/24/2024,After School Club,-304.88
530580 - Parental income from wraparound provision,07/25/2024,After School Club,-2325.23
530580 - Parental income from wraparound provision,07/25/2024,After School Club,-2142.21
530580 - Parental income from wraparound provision,07/25/2024,After School Club,-247.49
530580 - Parental income from wraparound provision,07/25/2024,After School Club,-64.56
530580 - Parental income from wraparound provision,07/25/2024,After School Club,-48.42
530580 - Parental income from wraparound provision,07/26/2024,After School Club,-136.84
530580 - Parental income from wraparound provision,07/26/2024,After School Club,-68.87
530580 - Parental income from wraparound provision,07/27/2024,After School Club,-167.27
530580 - Parental income from wraparound provision,07/31/2024,After School Club,-252.87
530580 - Parental income from wraparound provision,08/01/2024,After School Club,-242.11
530580 - Parental income from wraparound provision,08/01/2024,After School Club,-242.11
530580 - Parental income from wraparound provision,08/01/2024,After School Club,-133.45
530580 - Parental income from wraparound provision,08/02/2024,After School Club,-1214.17
530580 - Parental income from wraparound provision,08/02/2024,After School Club,-817.88
530580 - Parental income from wraparound provision,08/02/2024,After School Club,-297.7
530580 - Parental income from wraparound provision,08/02/2024,After School Club,-152.44
530580 - Parental income from wraparound provision,08/07/2024,After School Club,-161.41
530580 - Parental income from wraparound provision,08/08/2024,After School Club,-283.36
530580 - Parental income from wraparound provision,08/08/2024,After School Club,-193.69
530580 - Parental income from wraparound provision,08/15/2024,After School Club,-358.68
530580 - Parental income from wraparound provision,08/15/2024,After School Club,-111.37
530580 - Parental income from wraparound provision,08/21/2024,After School Club,-172.17
530580 - Parental income from wraparound provision,08/30/2024,After School Club,-403.51
530580 - Parental income from wraparound provision,08/30/2024,After School Club,-148.85
530580 - Parental income from wraparound provision,08/31/2024,After School Club,-153.34
750200 - Before and After School clubs,03/15/2024,After School club Expenses,7.14
750200 - Before and After School clubs,03/15/2024,After School club Expenses,16.49
750200 - Before and After School clubs,03/15/2024,After School club Expenses,18.12
750200 - Before and After School clubs,03/16/2024,After School club Expenses,3.84
750200 - Before and After School clubs,03/16/2024,After School club Expenses,5.55
750200 - Before and After School clubs,03/16/2024,After School club Expenses,8.24
750200 - Before and After School clubs,03/16/2024,After School club Expenses,8.34
750200 - Before and After School clubs,03/16/2024,After School club Expenses,11
750200 - Before and After School clubs,03/16/2024,After School club Expenses,18.74
750200 - Before and After School clubs,03/16/2024,After School club Expenses,27.48
750200 - Before and After School clubs,03/16/2024,After School club Expenses,32.89
750200 - Before and After School clubs,03/17/2024,After School club Expenses,8.08
750200 - Before and After School clubs,02/22/2024,After School club Expenses,295.87
612200 - Teachers Employers NI,09/25/2023,Teachers Employers NI,17123.53
612200 - Teachers Employers NI,10/25/2023,Teachers Employers NI,18634.62
612200 - Teachers Employers NI,11/25/2023,Teachers Employers NI,19651.54
612200 - Teachers Employers NI,12/25/2023,Teachers Employers NI,21284.7
612200 - Teachers Employers NI,01/25/2024,Teachers Employers NI,19007.1
612200 - Teachers Employers NI,02/25/2024,Teachers Employers NI,18175.6
612200 - Teachers Employers NI,03/25/2024,Teachers Employers NI,16890.39
612200 - Teachers Employers NI,04/25/2024,Teachers Employers NI,17881.86
612200 - Teachers Employers NI,05/25/2024,Teachers Employers NI,16467.41
612200 - Teachers Employers NI,06/25/2024,Teachers Employers NI,17894
612200 - Teachers Employers NI,07/25/2024,Teachers Employers NI,18872.43
612200 - Teachers Employers NI,08/25/2024,Teachers Employers NI,14068.56
612100 - Teachers Wages and salaries,09/25/2023, Teachers Wages,175132.9
612100 - Teachers Wages and salaries,10/25/2023, Teachers Wages,170949.5
612100 - Teachers Wages and salaries,11/25/2023, Teachers Wages,196044.7
612100 - Teachers Wages and salaries,12/25/2023, Teachers Wages,198594.55
612100 - Teachers Wages and salaries,01/25/2024, Teachers Wages,180654.92
612100 - Teachers Wages and salaries,02/25/2024, Teachers Wages,184340.3
612100 - Teachers Wages and salaries,03/25/2024, Teachers Wages,177583.38
612100 - Teachers Wages and salaries,04/25/2024, Teachers Wages,173081.74
